"","series","day","doy","shrink_start","shrink_end","shrink_dur","shrink_amp","shrink_slope","exp_start","exp_end","exp_dur","exp_amp","exp_slope","phase_class"
"167","133",2023-01-11,11,2023-01-08 18:00:00,2023-01-11 00:00:00,3240,-53,-0.000219225990059679,2023-01-11 00:00:00,2023-01-11 10:00:00,600,7,0.000156565656564958,NA
"168","133",2023-01-11,11,2023-01-11 10:00:00,2023-01-11 21:00:00,660,-3,-6.11888111889931e-05,NA,NA,NA,NA,NA,NA
"169","133",2023-01-12,12,NA,NA,NA,NA,NA,2023-01-11 21:00:00,2023-01-12 09:00:00,720,21,0.000383089133089954,NA
"170","133",2023-01-12,12,NA,NA,NA,NA,NA,2023-01-12 12:00:00,2023-01-12 21:00:00,540,3,3.36700336703686e-05,NA
"171","133",2023-01-13,13,2023-01-12 21:00:00,2023-01-13 21:00:00,1440,-23,-0.000244658119658115,NA,NA,NA,NA,NA,NA
"172","133",2023-01-14,14,NA,NA,NA,NA,NA,2023-01-13 21:00:00,2023-01-14 10:00:00,780,27,0.000498168498168973,NA
"173","133",2023-01-14,14,NA,NA,NA,NA,NA,2023-01-14 12:00:00,2023-01-14 20:00:00,480,8,0.000203703703703737,NA
"174","133",2023-01-15,15,2023-01-14 20:00:00,2023-01-15 02:00:00,360,-13,-0.000565476190471817,NA,NA,NA,NA,NA,NA
"175","133",2023-01-16,16,NA,NA,NA,NA,NA,2023-01-15 02:00:00,2023-01-16 19:00:00,2460,29,0.000184667488977951,NA
"176","133",2023-01-17,17,2023-01-16 19:00:00,2023-01-17 08:00:00,780,-4,-3.84615384611884e-05,2023-01-17 08:00:00,2023-01-17 18:00:00,600,13,0.000196969696968978,-1
"177","133",2023-01-18,18,2023-01-17 18:00:00,2023-01-18 19:00:00,1500,-5,-2.59259259259466e-05,NA,NA,NA,NA,NA,NA
"178","133",2023-01-19,19,NA,NA,NA,NA,NA,2023-01-18 19:00:00,2023-01-19 18:00:00,1380,21,0.000270350241544765,NA
"179","133",2023-01-20,20,2023-01-19 18:00:00,2023-01-20 07:00:00,780,-9,-9.21855921860906e-05,NA,NA,NA,NA,NA,NA
"180","133",2023-01-21,21,2023-01-21 16:00:00,2023-01-21 21:00:00,300,-4,-0.000190476190483626,2023-01-20 12:00:00,2023-01-21 16:00:00,1680,6,2.07991242474486e-05,1
"181","133",2023-01-22,22,2023-01-22 09:00:00,2023-01-22 15:00:00,360,-4,-0.00013888888888988,2023-01-21 21:00:00,2023-01-22 09:00:00,720,4,7.63125763120142e-05,NA
"182","133",2023-01-22,22,NA,NA,NA,NA,NA,2023-01-22 15:00:00,2023-01-22 20:00:00,300,9,0.000484126984137001,NA
"183","133",2023-01-23,23,2023-01-22 20:00:00,2023-01-23 03:00:00,420,-3,-4.29894179897516e-05,2023-01-23 03:00:00,2023-01-23 16:00:00,780,2,1.58730158733945e-05,NA
"184","133",2023-01-26,26,2023-01-23 16:00:00,2023-01-26 11:00:00,4020,-9,-1.4696339275593e-05,2023-01-26 11:00:00,2023-01-26 19:00:00,480,6,0.000180555555555555,NA
"185","133",2023-01-27,27,2023-01-27 04:00:00,2023-01-27 10:00:00,360,-4,-0.000158730158725304,2023-01-26 20:00:00,2023-01-27 04:00:00,480,5,0.000129629629629646,NA
"186","133",2023-01-27,27,2023-01-27 13:00:00,2023-01-27 23:00:00,600,-4,-9.09090909085927e-05,NA,NA,NA,NA,NA,NA
"187","133",2023-01-28,28,NA,NA,NA,NA,NA,2023-01-27 23:00:00,2023-01-28 22:00:00,1380,16,0.000159541062801344,NA
"188","133",2023-01-31,31,2023-01-31 02:00:00,2023-01-31 12:00:00,600,-12,-0.000207070707071906,2023-01-31 12:00:00,2023-01-31 21:00:00,540,11,0.000382996632993349,NA
"189","133",2023-02-02,33,2023-01-31 21:00:00,2023-02-02 02:00:00,1740,-25,-0.000186936101842851,NA,NA,NA,NA,NA,NA
"190","133",2023-02-02,33,2023-02-02 06:00:00,2023-02-02 22:00:00,960,-7,-6.94444444428716e-05,NA,NA,NA,NA,NA,NA
"191","133",2023-02-03,34,NA,NA,NA,NA,NA,2023-02-02 22:00:00,2023-02-03 12:00:00,840,4,2.18253968260228e-05,NA
"192","133",2023-02-04,35,NA,NA,NA,NA,NA,2023-02-03 15:00:00,2023-02-04 03:00:00,720,9,0.000193833943833142,NA
"193","133",2023-02-05,36,2023-02-04 03:00:00,2023-02-05 05:00:00,1560,-7,-3.15425315424446e-05,NA,NA,NA,NA,NA,NA
"194","133",2023-02-06,37,2023-02-06 06:00:00,2023-02-06 16:00:00,600,-11,-0.000229797979798756,2023-02-05 05:00:00,2023-02-06 06:00:00,1500,41,0.000441025641023792,NA
"195","133",2023-02-06,37,NA,NA,NA,NA,NA,2023-02-06 16:00:00,2023-02-06 22:00:00,360,9,0.000357142857141711,NA
"196","133",2023-02-07,38,2023-02-06 22:00:00,2023-02-07 09:00:00,660,-7,-0.00011460761461054,NA,NA,NA,NA,NA,NA
"197","133",2023-02-09,40,NA,NA,NA,NA,NA,2023-02-07 09:00:00,2023-02-09 10:00:00,2940,56,0.00039439108976954,NA
"198","133",2023-02-10,41,2023-02-09 10:00:00,2023-02-10 04:00:00,1080,-52,-0.000854288499015419,2023-02-10 04:00:00,2023-02-10 22:00:00,1080,12,7.21247563352155e-05,NA
"199","133",2023-02-11,42,NA,NA,NA,NA,NA,2023-02-11 02:00:00,2023-02-11 12:00:00,600,6,0.000174242424241205,NA
"200","133",2023-02-12,43,2023-02-11 18:00:00,2023-02-12 04:00:00,600,-2,-2.27272727270842e-05,2023-02-12 04:00:00,2023-02-12 12:00:00,480,10,0.000362654320987655,NA
"201","133",2023-02-12,43,2023-02-12 12:00:00,2023-02-12 19:00:00,420,-9,-0.00023809523809504,NA,NA,NA,NA,NA,NA
"202","133",2023-02-13,44,2023-02-12 22:00:00,2023-02-13 15:00:00,1020,-7,-4.04196766429712e-05,NA,NA,NA,NA,NA,NA
"203","133",2023-02-15,46,NA,NA,NA,NA,NA,2023-02-13 15:00:00,2023-02-15 01:00:00,2040,58,0.000357454092748164,NA
"204","133",2023-02-15,46,NA,NA,NA,NA,NA,2023-02-15 03:00:00,2023-02-15 11:00:00,480,7,0.000194444444444444,NA
"205","133",2023-02-16,47,2023-02-15 11:00:00,2023-02-16 08:00:00,1260,-6,-6.08570173784117e-05,2023-02-16 08:00:00,2023-02-16 17:00:00,540,6,0.000218855218853652,-1
"206","133",2023-02-18,49,2023-02-16 17:00:00,2023-02-18 16:00:00,2820,-92,-0.000718168029625074,NA,NA,NA,NA,NA,NA
"207","133",2023-02-19,50,NA,NA,NA,NA,NA,2023-02-18 16:00:00,2023-02-19 11:00:00,1140,2,1.29490392648317e-05,NA
"208","133",2023-02-22,53,2023-02-22 09:00:00,2023-02-22 16:00:00,420,-4,-6.61375661374437e-05,2023-02-20 13:00:00,2023-02-22 09:00:00,2640,77,0.000444627433758205,1
"209","133",2023-02-23,54,NA,NA,NA,NA,NA,2023-02-22 16:00:00,2023-02-23 00:00:00,480,20,0.000740740740740724,NA
"210","133",2023-02-23,54,NA,NA,NA,NA,NA,2023-02-23 04:00:00,2023-02-23 22:00:00,1080,15,0.000110136452241157,NA
"211","133",2023-02-24,55,2023-02-23 22:00:00,2023-02-24 11:00:00,780,-9,-0.000117216117218309,NA,NA,NA,NA,NA,NA
"212","133",2023-02-26,57,2023-02-25 21:00:00,2023-02-26 05:00:00,480,-3,-6.94444444444613e-05,NA,NA,NA,NA,NA,NA
"213","133",2023-02-27,58,NA,NA,NA,NA,NA,2023-02-26 05:00:00,2023-02-27 03:00:00,1320,37,0.000517676767680968,NA
"214","133",2023-02-28,59,2023-02-28 11:00:00,2023-02-28 18:00:00,420,-6,-0.000181878306876441,2023-02-27 05:00:00,2023-02-28 11:00:00,1800,19,0.000144825268816857,1
"215","133",2023-03-01,60,2023-03-01 07:00:00,2023-03-01 15:00:00,480,-5,-0.000134259259259242,2023-02-28 18:00:00,2023-03-01 07:00:00,780,9,0.000118437118437259,1
"216","133",2023-03-04,63,NA,NA,NA,NA,NA,2023-03-01 15:00:00,2023-03-04 12:00:00,4140,8,1.39921655537186e-05,NA
"217","133",2023-03-05,64,2023-03-04 12:00:00,2023-03-05 03:00:00,900,-4,-6.94444444444444e-05,2023-03-05 03:00:00,2023-03-05 20:00:00,1020,3,1.28998968008397e-05,NA
"218","133",2023-03-06,65,2023-03-05 20:00:00,2023-03-06 07:00:00,660,-3,-4.56487956492653e-05,2023-03-06 07:00:00,2023-03-06 15:00:00,480,9,0.00025462962962963,-1
"219","133",2023-03-07,66,2023-03-06 15:00:00,2023-03-07 01:00:00,600,-6,-0.000103535353535537,NA,NA,NA,NA,NA,NA
"220","133",2023-03-09,68,2023-03-09 04:00:00,2023-03-09 18:00:00,840,-7,-0.000116071428571329,NA,NA,NA,NA,NA,NA
"221","133",2023-03-10,69,2023-03-09 20:00:00,2023-03-10 08:00:00,720,-4,-5.79975579976035e-05,NA,NA,NA,NA,NA,NA
"222","133",2023-03-11,70,NA,NA,NA,NA,NA,2023-03-10 08:00:00,2023-03-11 13:00:00,1740,16,0.000133481646272632,NA
"223","133",2023-03-12,71,2023-03-11 13:00:00,2023-03-12 22:00:00,1980,-27,-0.000226593667770317,NA,NA,NA,NA,NA,NA
"224","133",2023-03-14,73,NA,NA,NA,NA,NA,2023-03-12 22:00:00,2023-03-14 14:00:00,2400,19,0.000146099496709467,NA
"225","133",2023-03-15,74,2023-03-14 14:00:00,2023-03-15 00:00:00,600,-5,-7.32323232326356e-05,NA,NA,NA,NA,NA,NA
"226","133",2023-03-17,76,2023-03-15 22:00:00,2023-03-17 00:00:00,1560,-60,-0.000433116266446738,2023-03-17 00:00:00,2023-03-17 18:00:00,1080,5,2.19298245610865e-05,NA
"227","133",2023-03-18,77,2023-03-17 18:00:00,2023-03-18 09:00:00,900,-36,-0.000473856209150325,2023-03-18 09:00:00,2023-03-18 21:00:00,720,10,0.000144993894993967,-1
"228","133",2023-03-19,78,NA,NA,NA,NA,NA,2023-03-19 00:00:00,2023-03-19 08:00:00,480,3,7.40740740740741e-05,NA
"229","133",2023-03-20,79,NA,NA,NA,NA,NA,2023-03-19 11:00:00,2023-03-20 23:00:00,2160,87,0.000814070649599252,NA
"230","133",2023-03-22,81,2023-03-20 23:00:00,2023-03-22 04:00:00,1740,-70,-0.000641360771222925,2023-03-22 04:00:00,2023-03-22 14:00:00,600,4,7.57575757576904e-05,NA
"231","133",2023-03-22,81,NA,NA,NA,NA,NA,2023-03-22 15:00:00,2023-03-22 21:00:00,360,3,0.000109126984122676,NA
"232","133",2023-03-24,83,NA,NA,NA,NA,NA,2023-03-23 00:00:00,2023-03-24 18:00:00,2520,88,0.00065549598979731,NA
"233","133",2023-03-26,85,2023-03-26 07:00:00,2023-03-26 13:00:00,360,-5,-0.000128968253966138,2023-03-24 22:00:00,2023-03-26 07:00:00,1980,21,0.000174348527289194,NA
"234","133",2023-03-26,85,NA,NA,NA,NA,NA,2023-03-26 13:00:00,2023-03-26 20:00:00,420,18,0.000648148148144425,NA
"235","133",2023-03-27,86,2023-03-26 20:00:00,2023-03-27 21:00:00,1500,-23,-0.000138366571698795,NA,NA,NA,NA,NA,NA
"236","133",2023-03-28,87,NA,NA,NA,NA,NA,2023-03-27 21:00:00,2023-03-28 22:00:00,1500,14,8.53751187086232e-05,NA
"237","133",2023-03-30,89,2023-03-28 22:00:00,2023-03-30 09:00:00,2100,-34,-0.000314671814671808,NA,NA,NA,NA,NA,NA
"238","133",2023-03-31,90,NA,NA,NA,NA,NA,2023-03-30 09:00:00,2023-03-31 11:00:00,1560,18,0.000144824311490448,NA
"239","133",2023-03-31,90,NA,NA,NA,NA,NA,2023-03-31 13:00:00,2023-03-31 23:00:00,600,10,0.000244949494950128,NA
"240","133",2023-04-01,91,NA,NA,NA,NA,NA,2023-04-01 01:00:00,2023-04-01 23:00:00,1320,29,0.000409255599474414,NA
"241","133",2023-04-02,92,2023-04-01 23:00:00,2023-04-02 05:00:00,360,-2,-7.93650793630117e-05,2023-04-02 05:00:00,2023-04-02 21:00:00,960,15,0.000151824618735738,NA
"242","133",2023-04-03,93,2023-04-02 21:00:00,2023-04-03 11:00:00,840,-5,-8.03571428565977e-05,NA,NA,NA,NA,NA,NA
"243","133",2023-04-05,95,2023-04-05 04:00:00,2023-04-05 10:00:00,360,-2,-5.9523809523414e-05,2023-04-05 10:00:00,2023-04-05 18:00:00,480,7,0.000166666666666675,NA
"244","133",2023-04-06,96,2023-04-05 18:00:00,2023-04-06 00:00:00,360,-13,-0.000634920634885559,NA,NA,NA,NA,NA,NA
"245","133",2023-04-07,97,NA,NA,NA,NA,NA,2023-04-06 00:00:00,2023-04-07 20:00:00,2640,28,8.91523935002854e-05,NA
"246","133",2023-04-08,98,2023-04-07 20:00:00,2023-04-08 02:00:00,360,-7,-0.000307539682520909,2023-04-08 02:00:00,2023-04-08 20:00:00,1080,3,1.31578947367653e-05,NA
"247","133",2023-04-09,99,2023-04-08 20:00:00,2023-04-09 01:00:00,300,-28,-0.00165079365083354,2023-04-09 01:00:00,2023-04-09 08:00:00,420,3,0.000125661375660087,-1
"248","133",2023-04-12,102,2023-04-12 05:00:00,2023-04-12 11:00:00,360,-5,-0.000188492063490134,2023-04-10 13:00:00,2023-04-12 05:00:00,2400,42,0.000246418892760533,1
"249","133",2023-04-15,105,2023-04-12 22:00:00,2023-04-15 06:00:00,3360,-71,-0.000397563592889858,2023-04-15 06:00:00,2023-04-15 17:00:00,660,11,0.00030400155400278,-1
"250","133",2023-04-16,106,2023-04-15 17:00:00,2023-04-16 02:00:00,540,-6,-0.00018686868687016,NA,NA,NA,NA,NA,NA
"251","133",2023-04-17,107,2023-04-17 11:00:00,2023-04-17 20:00:00,540,-4,-9.2592592593241e-05,2023-04-16 02:00:00,2023-04-17 11:00:00,1980,67,0.000655992700112891,1
"252","133",2023-04-18,108,NA,NA,NA,NA,NA,2023-04-17 20:00:00,2023-04-18 20:00:00,1440,20,0.000140384615384615,NA
"253","133",2023-04-20,110,NA,NA,NA,NA,NA,2023-04-20 04:00:00,2023-04-20 14:00:00,600,12,0.000330808080809477,-1
"254","133",2023-04-22,112,NA,NA,NA,NA,NA,2023-04-22 10:00:00,2023-04-22 17:00:00,420,10,0.000294312169311652,-1
