"","series","day","doy","shrink_start","shrink_end","shrink_dur","shrink_amp","shrink_slope","exp_start","exp_end","exp_dur","exp_amp","exp_slope","phase_class"
"154","140",2022-12-24,358,2022-12-23 10:00:00,2022-12-24 19:00:00,1980,-9,-2.23665223664496e-05,NA,NA,NA,NA,NA,NA
"155","140",2022-12-25,359,2022-12-25 18:00:00,2022-12-25 23:00:00,300,-3,-0.000150793650798551,NA,NA,NA,NA,NA,1
"156","140",2022-12-29,363,NA,NA,NA,NA,NA,2022-12-27 08:00:00,2022-12-29 05:00:00,2700,40,0.000256261349230702,NA
"157","140",2022-12-30,364,2022-12-29 05:00:00,2022-12-30 02:00:00,1260,-3,-2.18018696279614e-05,2022-12-30 02:00:00,2022-12-30 16:00:00,840,6,8.82936507927875e-05,NA
"158","140",2022-12-31,365,NA,NA,NA,NA,NA,2022-12-30 20:00:00,2022-12-31 19:00:00,1380,20,0.000173792270531043,NA
"159","140",2023-01-02,2,2022-12-31 19:00:00,2023-01-02 21:00:00,3000,-16,-5.01005530416831e-05,NA,NA,NA,NA,NA,NA
"160","140",2023-01-06,6,2023-01-03 15:00:00,2023-01-06,3420,-62.5,-0.000260316801158929,2023-01-06,2023-01-06 10:00:00,600,18.5,0.000531565656563179,-1
"161","140",2023-01-07,7,2023-01-06 10:00:00,2023-01-07 09:00:00,1380,-9,-9.55314009673318e-05,2023-01-07 09:00:00,2023-01-07 20:00:00,660,1,1.0683760684079e-05,-1
"162","140",2023-01-08,8,2023-01-07 20:00:00,2023-01-08 01:00:00,300,-2,-0.000103174603177283,2023-01-08 01:00:00,2023-01-08 17:00:00,960,3,3.26797385621693e-05,NA
"163","140",2023-01-11,11,2023-01-08 17:00:00,2023-01-11 03:00:00,3480,-34,-0.000114942528735609,NA,NA,NA,NA,NA,NA
"164","140",2023-01-12,12,NA,NA,NA,NA,NA,2023-01-11 03:00:00,2023-01-12 14:00:00,2100,10,7.31624481624454e-05,NA
"165","140",2023-01-13,13,2023-01-12 14:00:00,2023-01-13 01:00:00,660,-3,-5.63325563339024e-05,2023-01-13 01:00:00,2023-01-13 07:00:00,360,3,6.94444444432556e-05,NA
"166","140",2023-01-13,13,2023-01-13 07:00:00,2023-01-13 14:00:00,420,-12,-0.000333994708992478,NA,NA,NA,NA,NA,NA
"167","140",2023-01-14,14,NA,NA,NA,NA,NA,2023-01-13 14:00:00,2023-01-14 15:00:00,1500,36,0.000491310541312936,NA
"168","140",2023-01-15,15,2023-01-14 15:00:00,2023-01-15 07:00:00,960,-26,-0.000509599673192664,NA,NA,NA,NA,NA,NA
"169","140",2023-01-16,16,NA,NA,NA,NA,NA,2023-01-15 07:00:00,2023-01-16 09:00:00,1560,26,0.000308189752637599,NA
"170","140",2023-01-16,16,NA,NA,NA,NA,NA,2023-01-16 12:00:00,2023-01-16 17:00:00,300,6,0.000277777777783386,NA
"171","140",2023-01-17,17,2023-01-16 17:00:00,2023-01-17 15:00:00,1320,-3,-1.83904259992867e-05,NA,NA,NA,NA,NA,NA
"172","140",2023-01-18,18,2023-01-17 18:00:00,2023-01-18 18:00:00,1440,-3,-1.15384615384833e-05,NA,NA,NA,NA,NA,NA
"173","140",2023-01-19,19,NA,NA,NA,NA,NA,2023-01-18 18:00:00,2023-01-19 16:00:00,1320,14,0.000143006148441447,NA
"174","140",2023-01-20,20,2023-01-19 16:00:00,2023-01-20 09:00:00,1020,-3,-2.63731223486198e-05,NA,NA,NA,NA,NA,NA
"175","140",2023-01-22,22,NA,NA,NA,NA,NA,2023-01-20 09:00:00,2023-01-22 12:00:00,3060,10,2.74742214253973e-05,NA
"176","140",2023-01-29,29,NA,NA,NA,NA,NA,2023-01-27 11:00:00,2023-01-29 21:00:00,3480,25,0.000136453665822561,NA
"177","140",2023-01-30,30,2023-01-29 21:00:00,2023-01-30 02:00:00,300,-9,-0.000549603174603277,NA,NA,NA,NA,NA,NA
"178","140",2023-01-31,31,NA,NA,NA,NA,NA,2023-01-31 02:00:00,2023-01-31 09:00:00,420,3,7.93650793631802e-05,-1
"179","140",2023-02-02,33,2023-01-31 09:00:00,2023-02-02 03:00:00,2520,-51,-0.000292515408794495,NA,NA,NA,NA,NA,NA
"180","140",2023-02-05,36,2023-02-03 23:00:00,2023-02-05 03:00:00,1680,-5,-2.93513957307233e-05,NA,NA,NA,NA,NA,NA
"181","140",2023-02-08,39,NA,NA,NA,NA,NA,2023-02-05 03:00:00,2023-02-08 18:00:00,5220,80,0.000200071961380564,NA
"182","140",2023-02-11,42,2023-02-08 18:00:00,2023-02-11 02:00:00,3360,-30,-0.000194649698960063,NA,NA,NA,NA,NA,NA
"183","140",2023-02-11,42,2023-02-11 09:00:00,2023-02-11 16:00:00,420,-2,-5.62169312153735e-05,NA,NA,NA,NA,NA,NA
"184","140",2023-02-12,43,NA,NA,NA,NA,NA,2023-02-11 16:00:00,2023-02-12 12:00:00,1200,12,0.000127705627706142,NA
"185","140",2023-02-12,43,NA,NA,NA,NA,NA,2023-02-12 15:00:00,2023-02-12 20:00:00,300,7,0.00034920634921393,NA
"186","140",2023-02-13,44,2023-02-12 20:00:00,2023-02-13 01:00:00,300,-1,-5.15873015925887e-05,NA,NA,NA,NA,NA,NA
"187","140",2023-02-15,46,NA,NA,NA,NA,NA,2023-02-13 01:00:00,2023-02-15 23:00:00,4200,45,0.000209391469410627,NA
"188","140",2023-02-18,49,2023-02-15 23:00:00,2023-02-18 02:00:00,3060,-28,-0.000157143771877356,NA,NA,NA,NA,NA,NA
"189","140",2023-02-20,51,2023-02-19 16:00:00,2023-02-20 02:00:00,600,-1,-1.26262626261351e-05,2023-02-20 02:00:00,2023-02-20 16:00:00,840,4,4.86111111107993e-05,NA
"190","140",2023-02-25,56,NA,NA,NA,NA,NA,2023-02-25 01:00:00,2023-02-25 08:00:00,420,1,2.31481481478487e-05,-1
"191","140",2023-02-27,58,2023-02-26 23:00:00,2023-02-27 08:00:00,540,-3,-6.81818181821044e-05,2023-02-27 08:00:00,2023-02-27 17:00:00,540,6,0.000143097643097238,NA
"192","140",2023-03-01,60,NA,NA,NA,NA,NA,2023-02-27 21:00:00,2023-03-01 16:00:00,2580,15,7.50039151204669e-05,NA
"193","140",2023-03-04,63,2023-03-04 05:00:00,2023-03-04 13:00:00,480,-1,-1.85185185185101e-05,NA,NA,NA,NA,NA,1
"194","140",2023-03-05,64,2023-03-05 01:00:00,2023-03-05 12:00:00,660,-2,-3.01087801088699e-05,2023-03-04 13:00:00,2023-03-05 01:00:00,720,2,1.98412698412255e-05,1
"195","140",2023-03-06,65,NA,NA,NA,NA,NA,2023-03-05 12:00:00,2023-03-06 16:00:00,1680,13,9.72222222222873e-05,NA
"196","140",2023-03-08,67,2023-03-06 16:00:00,2023-03-08 06:00:00,2280,-11,-6.12910481333194e-05,NA,NA,NA,NA,NA,NA
"197","140",2023-03-09,68,NA,NA,NA,NA,NA,2023-03-08 06:00:00,2023-03-09 03:00:00,1260,10,0.000128066378065698,NA
"198","140",2023-03-10,69,2023-03-09 03:00:00,2023-03-10 10:00:00,1860,-8,-5.83455522969657e-05,NA,NA,NA,NA,NA,NA
"199","140",2023-03-11,70,NA,NA,NA,NA,NA,2023-03-10 10:00:00,2023-03-11 15:00:00,1740,19,0.000139321468297457,NA
"200","140",2023-03-12,71,2023-03-11 15:00:00,2023-03-12 21:00:00,1800,-21,-0.00016319444444367,NA,NA,NA,NA,NA,NA
"201","140",2023-03-14,73,NA,NA,NA,NA,NA,2023-03-12 21:00:00,2023-03-14 14:00:00,2460,25,0.000162556608955011,NA
"202","140",2023-03-17,76,2023-03-14 14:00:00,2023-03-17 01:00:00,3540,-45,-0.000126995152974341,2023-03-17 01:00:00,2023-03-17 10:00:00,540,1,1.5151515151378e-05,-1
"203","140",2023-03-18,77,2023-03-17 10:00:00,2023-03-18 09:00:00,1380,-29,-0.000472342995171081,2023-03-18 09:00:00,2023-03-18 17:00:00,480,5,0.000143518518518519,-1
"204","140",2023-03-19,78,2023-03-18 17:00:00,2023-03-19 06:00:00,780,-6,-0.000140415140415286,NA,NA,NA,NA,NA,NA
"205","140",2023-03-20,79,NA,NA,NA,NA,NA,2023-03-19 06:00:00,2023-03-20 17:00:00,2100,57,0.000489257114257125,NA
"206","140",2023-03-22,81,2023-03-20 17:00:00,2023-03-22 01:00:00,1920,-37,-0.000202809343434907,2023-03-22 01:00:00,2023-03-22 14:00:00,780,3,2.19780219779929e-05,NA
"207","140",2023-03-23,82,2023-03-22 14:00:00,2023-03-23 01:00:00,660,-11,-0.000227758352759601,NA,NA,NA,NA,NA,NA
"208","140",2023-03-26,85,NA,NA,NA,NA,NA,2023-03-23 01:00:00,2023-03-26 01:00:00,4320,89,0.00037267004447492,NA
"209","140",2023-03-27,86,NA,NA,NA,NA,NA,2023-03-26 09:00:00,2023-03-27 17:00:00,1920,8,4.27064765298863e-05,NA
"210","140",2023-03-28,87,2023-03-27 17:00:00,2023-03-28 01:00:00,480,-10,-0.0003125,NA,NA,NA,NA,NA,NA
"211","140",2023-03-29,88,NA,NA,NA,NA,NA,2023-03-28 01:00:00,2023-03-29 09:00:00,1920,5,3.22155377303172e-05,NA
"212","140",2023-03-30,89,2023-03-29 13:00:00,2023-03-30 19:00:00,1800,-25,-0.000291330645162306,NA,NA,NA,NA,NA,NA
"213","140",2023-04-02,92,NA,NA,NA,NA,NA,2023-03-30 19:00:00,2023-04-02 22:00:00,4500,62,0.000204818865344948,NA
"214","140",2023-04-05,95,2023-04-05 13:00:00,2023-04-05 23:00:00,600,-4,-4.54545454542605e-05,2023-04-03 07:00:00,2023-04-05 13:00:00,3240,8,1.68550585217652e-05,1
"215","140",2023-04-07,97,NA,NA,NA,NA,NA,2023-04-06 23:00:00,2023-04-07 19:00:00,1200,4,2.70562770564032e-05,NA
"216","140",2023-04-09,99,2023-04-07 19:00:00,2023-04-09 01:00:00,1800,-18,-9.66621863801019e-05,NA,NA,NA,NA,NA,NA
"217","140",2023-04-11,101,NA,NA,NA,NA,NA,2023-04-09 01:00:00,2023-04-11 16:00:00,3780,71,0.000345292149979649,NA
"218","140",2023-04-12,102,2023-04-11 16:00:00,2023-04-12 11:00:00,1140,-2,-2.36006683375298e-05,NA,NA,NA,NA,NA,NA
"219","140",2023-04-15,105,2023-04-12 15:00:00,2023-04-15 01:00:00,3480,-43,-0.000220274043769277,2023-04-15 01:00:00,2023-04-15 16:00:00,900,4,4.12581699346361e-05,NA
"220","140",2023-04-16,106,2023-04-15 16:00:00,2023-04-16,480,-2,-5.09259259259259e-05,NA,NA,NA,NA,NA,NA
"221","140",2023-04-17,107,2023-04-17 11:00:00,2023-04-17 20:00:00,540,-2,-1.34680134679649e-05,2023-04-16,2023-04-17 11:00:00,2100,34,0.000289932789932792,1
"222","140",2023-04-18,108,NA,NA,NA,NA,NA,2023-04-17 20:00:00,2023-04-18 17:00:00,1260,23,0.000319969885183482,NA
"223","140",2023-04-19,109,2023-04-18 17:00:00,2023-04-19 10:00:00,1020,-4,-2.59431257882637e-05,NA,NA,NA,NA,NA,NA
"224","140",2023-04-22,112,NA,NA,NA,NA,NA,2023-04-19 10:00:00,2023-04-22 15:00:00,4620,77,0.000240494386063806,NA
