"","series","ts","value","max","twd","gro_yr","frost","flags","version","yr","gro_tot"
"1","133",2022-05-10 09:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"2","133",2022-05-10 10:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"3","133",2022-05-10 11:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"4","133",2022-05-10 12:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"5","133",2022-05-10 13:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"6","133",2022-05-10 14:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"7","133",2022-05-10 15:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"8","133",2022-05-10 16:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"9","133",2022-05-10 17:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"10","133",2022-05-10 18:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"11","133",2022-05-10 19:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"12","133",2022-05-10 20:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"13","133",2022-05-10 21:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"14","133",2022-05-10 22:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"15","133",2022-05-10 23:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"16","133",2022-05-11,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"17","133",2022-05-11 01:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"18","133",2022-05-11 02:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"19","133",2022-05-11 03:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"20","133",2022-05-11 04:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
"21","133",2022-05-11 05:00:00,NA,NA,NA,NA,FALSE,"del","0.1.4","2022",NA
